genome clade
G000243455 13
G000214415 13
G001507955 13
G000008265 13
G001800755 13
G001800735 13
G000069025 13
G000230955 13
G001940805 13
G001602695 13
G000013445 13
G000063445 13
G000022545 13
G001507935 13
G000430485 13
G001484685 13
G000246985 13
G000195935 13
G000263735 13
G000018365 13
G001647085 13
G001593925 13
G001593935 13
G001273385 13
G001920655 13
G001918455 13
G001917965 13
G000955905 13
G000723185 13
G001443365 13
G000402095 13
G000015225 13
G000363885 13
G000371805 13
G000023985 13
G000017185 13
G000179575 13
G900095815 13
G000513315 13
G001628475 13
G001629165 13
G000152265 13
G000496135 13
G000195915 13
G001800745 13
G001800815 13
G001800675 13
G000308215 13
G001421175 13
G000427685 13
G000196895 13
G000710615 13
G000403645 13
G000194625 13
G002011215 13
G002010215 13
G000025285 13
G000430905 13
G001412355 13
G000251105 13
G000011005 13
G002010075 13
G001508175 13
G001508065 13
G000211475 13
G000011105 13
G001577775 13
G900012635 13
G900109425 13
G001418715 13
G000265525 13
G000009965 13
G001592435 13
G001399795 13
G001399805 13
G000484935 13
G000200715 13
G000405885 13
G000446015 13
G000813245 13
G000389735 13
G000739065 13
G000376965 13
G002009965 13
G000006175 13
G000145295 13
G000012545 13
G001729395 13
G001628455 13
G001628485 13
G001316225 13
G900090055 13
G001856845 13
G000965745 13
G000447225 13
G001800825 13
G001800795 13
G001512965 13
G001421185 13
G000800805 13
G000334895 13
G000336935 13
G000336675 13
G000026045 13
G000591055 13
G900103505 13
G002010045 13
G002010125 13
G000385565 13
G000025505 13
G002010285 13
G001602685 13
G000015765 13
G001315945 13
G000021965 13
G000711905 13
G000221185 13
G001484195 13
G000816105 13
G000769655 13
G000585495 13
G001918765 13
G001919175 13
G001919285 13
G000399765 13
G000402075 13
G001510295 13
G000812185 13
G001627075 13
G000398765 13
G000960885 13
G000015805 13
G001516585 13
G001748385 13
G001481685 13
G000017945 13
G000145985 13
G000091665 13
G000025525 13
G000017165 13
G000828575 13
G000008645 13
G000404165 13
G000621965 13
G000024185 13
G001729285 13
G000745485 13
G001629245 13
G001629185 13
G001629155 13
G001563305 13
G000283335 13
G001469955 13
G000495475 13
G900129775 13
G000224475 13
G000739555 13
G001564175 13
G000755245 13
G000415945 13
G000337515 13
G002011235 13
G001006045 13
G000789255 13
G002010295 13
G000711215 13
G000235685 13
G000275865 13
G001571385 13
G001508185 13
G001507975 13
G000014945 13
G001317315 13
G000685155 13
G000022365 13
G000151205 13
G001918315 13
G001627095 13
G000220175 13
G000494205 13
G000380705 13
G000253055 13
G000018305 13
G000011205 13
G000220645 13
G000214725 13
G001629255 13
G001629295 13
G001402945 13
G001399695 13
G001402935 13
G000949015 13
G001560915 13
G000336755 13
G900109065 13
G000496235 13
G000416045 13
G000336715 13
G000336695 13
G900100385 13
G001564135 13
G000755225 13
G900110215 13
G002011315 13
G000734035 13
G000243255 13
G000017625 13
G000327485 13
G001896715 13
G001603205 13
G000235565 13
G001602645 13
G001509375 13
G001508615 13
G000970045 13
G001920575 13
G001915065 13
G001627235 13
G001627015 13
G000204585 13
G000241145 13
G001510275 13
G000484975 13
G000193375 13
G001189275 13
G001516725 13
G001663375 13
G001515905 13
G000258425 13
G001560165 13
G000017225 13
G000018485 13
G001639275 13
G000191585 13
G000744455 13
G000302455 13
G000309865 13
G000499765 13
G000350305 13
G001469865 13
G900100875 13
G000739575 13
G000416025 13
G000496215 13
G000447865 13
G001462205 13
G000496175 13
G000023945 13
G000470655 13
G000337455 13
G001564285 13
G001563955 13
G002010155 13
G002010195 13
G001508745 13
G001508815 13
G000147875 13
G000784355 13
G900025055 13
G001512385 13
G001571405 13
G001603225 13
G000204415 13
G000196655 13
G000217995 13
G001516665 13
G001516655 13
G000015205 13
G000019805 13
G000007225 13
G000234805 13
G000016385 13
G000247545 13
G001516745 13
G001516705 13
G001316025 13
G000190315 13
G001316285 13
G000092465 13
G000015945 13
G000264495 13
G000243315 13
G001316045 13
G001316085 13
G001719125 13
G001548675 13
G001477655 13
G000190095 13
G000016525 13
G001316325 13
G001481295 13
G000025685 13
G000172995 13
G000337095 13
G000416005 13
G001564205 13
G000023965 13
G000517625 13
G000691505 13
G001563885 13
G900079125 13
G000304355 13
G001509255 13
G001508665 13
G001315965 13
G001714685 13
G001541925 13
G000875775 13
G000018465 13
G000092185 13
G000223395 13
G000632495 13
G000213215 13
G000961135 13
G000565255 13
G000204925 13
G001560115 13
G000190155 13
G000190135 13
G000824705 13
G000437055 13
G000437835 13
G000300255 13
G000337815 13
G000306765 13
G000415985 13
G000746205 13
G000337775 13
G001017125 13
G000015825 13
G001896725 13
G000328665 13
G000504205 13
G000013725 13
G000025865 13
G000970285 13
G001510225 13
G001674955 13
G000956175 13
G000242875 13
G000299395 13
G000328945 13
G000299365 13
G000746745 13
G000746765 13
G001316005 13
G001316265 13
G001316125 13
G000015145 13
G000011125 13
G000317795 13
G001315825 13
G001560285 13
G001560765 13
G000762265 13
G001458655 13
G001509005 13
G000953115 13
G000415965 13
G000223905 13
G001577565 13
G000306725 13
G000970325 13
G001304615 13
G000970305 13
G000007345 13
G000970185 13
G001438895 13
G001437625 13
G001316145 13
G000148385 13
G000186365 13
G001006085 13
G000231015 13
G001412615 13
G001462395 13
G001316065 13
G000591035 13
G000144915 13
G000747605 13
G000007005 13
G900079115 13
G000175555 13
G000022485 13
G001560275 13
G001560125 13
G001481595 13
G001560675 13
G000009185 13
G000237865 13
G000337415 13
G000336995 13
G000337755 13
G000337275 13
G000328685 13
G000337695 13
G000337555 13
G000455365 13
G000765475 13
G900111645 13
G900106905 13
G001889405 13
G001888095 13
G001512365 13
G000969945 13
G000979455 13
G000970265 13
G000970005 13
G000969965 13
G000970145 13
G000970085 13
G000970205 13
G000513855 13
G000020905 13
G000495695 13
G000968395 13
G000022465 13
G000189555 13
G001560435 13
G001560065 13
G001560605 13
G000012285 13
G000340315 13
G000337035 13
G000336875 13
G000025625 13
G000337575 13
G000217715 13
G000025325 13
G000784335 13
G001726015 13
G000969885 13
G000341715 13
G000495675 13
G001266655 13
G001266675 13
G001266695 13
G000024745 13
G000024305 13
G000022385 13
G000189575 13
G000364745 13
G000022405 13
G001560245 13
G001560565 13
G001560485 13
G000337375 13
G000337355 13
G000022205 13
G000739595 13
G000455345 13
G000337215 13
G000230735 13
G001683555 13
G001577555 13
G001402855 13
G000969925 13
G000969985 13
G000195895 13
G001316305 13
G000979755 13
G000495715 13
G000495735 13
G001266715 13
G000968435 13
G000968355 13
G000245095 13
G000245155 13
G000245115 13
G001560795 13
G001560375 13
G001560205 13
G000230715 13
G000337895 13
G000383975 13
G000337195 13
G000731985 13
G000970065 13
G001266735 13
G000016605 13
G000022445 13
G000245215 13
G000245255 13
G000245275 13
G001560515 13
G000337735 13
G000337715 13
G001027005 13
G001729375 13
G000022425 13
G000245135 13
G000245195 13
G000245235 13
G001481635 13
G001560725 13
G001560405 13
G001560555 13
G001560715 13
G001560835 13
G001560465 13
G000970165 13
G000979015 13
G000979185 13
G000979745 13
G000979095 13
G000978955 13
G001560525 13
G001560315 13
G000979895 13
G000970245 13
G001560135 13
G001560815 13
G001560085 13
G001559985 13
G001559975 13
G001560595 13
G001560355 13
G000979855 13
G000979105 13
G000979845 13
G000979825 13
G000979515 13
G001560755 13
G001560195 13
G000979675 13
G000979815 13
G000979125 13
G001560035 13
G001560685 13
G001560045 13
G000979555 13
G001560645 13
G000978935 13
G001559965 13
G000979575 13
G000978945 13
G001560455 13
G001560215 13
G001559955 13
G001560305 13
G000634855 14
G000619925 14
G000010625 14
G000181895 14
G000011465 14
G000217815 14
G000586015 14
G000179235 14
G000237825 14
G000484535 14
G000421345 14
G001039635 14
G000317285 14
G000243335 14
G000266885 14
G001275395 14
G000737575 14
G000568755 14
G000402235 14
G001698445 14
G000297095 14
G001771705 14
G000316625 14
G000501915 14
G001899315 14
G000016905 14
G000300045 14
G000332215 14
G000291825 14
G000317065 14
G000316685 14
G000500975 14
G000176335 14
G001830155 14
G000759855 14
G000501755 14
G001302425 14
G000017845 14
G000195975 14
G000015965 14
G000710505 14
G001904645 14
G000353285 14
G001432185 14
G000340785 14
G000828675 14
G000291785 14
G001936255 14
G000222305 14
G000502095 14
G000758165 14
G000008685 14
G000390265 14
G001746915 14
G000500045 14
G000431115 14
G000160455 14
G000739475 14
G000012085 14
G000332135 14
G001771655 14
G000092845 14
G000015685 14
G001784485 14
G001604265 14
G001509155 14
G000307915 14
G001899425 14
G001771365 14
G000501675 14
G000312265 14
G001485215 14
G000513775 14
G000635575 14
G900102615 14
G000347575 14
G000952155 14
G000012645 14
G001509135 14
G000243815 14
G000501875 14
G000402835 14
G001771545 14
G900113965 14
G001517915 14
G001604275 14
G001657325 14
G000147335 14
G001902585 14
G000014265 14
G000307995 14
G000760215 14
G000177335 14
G000214375 14
G001028605 14
G000816145 14
G000291945 14
G000196515 14
G000204075 14
G001276715 14
G000316645 14
G001028545 14
G000622245 14
G000317575 14
G001829415 14
G001771535 14
G001772415 14
G000750655 14
G001772375 14
G000829235 14
G000175415 14
G000255555 14
G000980455 14
G001772435 14
G000828655 14
G000023325 14
G001578075 14
G000011485 14
G000020025 14
G001854205 14
G000242215 14
G000317265 14
G000413015 14
G000021805 14
G000973065 14
G000208385 14
G000233775 14
G000238615 14
G000316515 14
G000521175 14
G001939115 14
G002006815 14
G000153045 14
G001007635 14
G000024905 14
G001771575 14
G000635535 14
G000501015 14
G900156105 14
G000500065 14
G000733415 14
G000332235 14
G000212395 14
G000346485 14
G001548115 14
G000332095 14
G000312285 14
G001698425 14
G000501735 14
G000155635 14
G001830645 14
G000011385 14
G001771495 14
G000008605 14
G000317225 14
G000691545 14
G000585335 14
G001693275 14
G001767235 14
G001765415 14
G000025125 14
G000230675 14
G000737535 14
G000433235 14
G000025105 14
G000015645 14
G001747005 14
G000691685 14
G000312165 14
G000330925 14
G001829395 14
G000634635 14
G000317245 14
G001922545 14
G000760355 14
G001829425 14
G000516535 14
G000309385 14
G000973085 14
G000737945 14
G900009135 14
G002011365 14
G000306115 14
G000013945 14
G000262225 14
G000012465 14
G000317025 14
G000426705 14
G000017865 14
G001586785 14
G000501275 14
G000332055 14
G000266925 14
G000734895 14
G000501695 14
G000014585 14
G001632105 14
G000021645 14
G000332515 14
G000478195 14
G000756305 14
G000568715 14
G000518245 14
G000019685 14
G000405325 14
G000315585 14
G000190435 14
G000691725 14
G000312245 14
G001784585 14
G000317475 14
G000007925 14
G001314905 14
G000828075 14
G000332585 14
G000325665 14
G000635455 14
G000242595 14
G000635515 14
G000613065 14
G000413055 14
G000012525 14
G000515235 14
G000479045 14
G001749745 14
G000175835 14
G000332275 14
G001631935 14
G000012065 14
G000009725 14
G001443005 14
G000760255 14
G000691665 14
G000817325 14
G000009705 14
G000412995 14
G001604445 14
G000210375 14
G001632125 14
G000373345 14
G000153285 14
G001895925 14
G001890765 14
G000312725 14
G000373545 14
G000978555 14
G000167195 14
G001631965 14
G000331305 14
G001904615 14
G000024405 14
G000018605 14
G001509095 14
G000828085 14
G000165795 14
G000297435 14
G001509285 14
G001771415 14
G000501595 14
G000313175 14
G000317615 14
G001264245 14
G001508875 14
G000464455 14
G001784535 14
G001704955 14
G000350605 14
G001940825 14
G000019485 14
G000568675 14
G000147715 14
G000501215 14
G000501155 14
G001899395 14
G000635595 14
G000023905 14
G000987385 14
G001917285 14
G000760375 14
G000332155 14
G000347175 14
G000526395 14
G000350105 14
G001917115 14
G000184345 14
G000332075 14
G000568775 14
G000763385 14
G000404345 14
G001508055 14
G000568735 14
G001904655 14
G000447295 14
G001899365 14
G000013225 14
G000787675 14
G900129645 14
G000775285 14
G001586755 14
G000635875 14
G000478825 14
G000244515 14
G000317675 14
G001904715 14
G001771665 14
G000760695 14
G000431555 14
G000169335 14
G000634595 14
G000745455 14
G000350125 14
G000832145 14
G000008185 14
G000244755 14
G000312185 14
G001829455 14
G000712295 14
G001632165 14
G000373045 14
G001548455 14
G001771695 14
G001318385 14
G000304735 14
G000317145 14
G000317205 14
G000817735 14
G001627475 14
G001771395 14
G001858125 14
G000759935 14
G000153805 14
G000599945 14
G000784835 14
G000214355 14
G000622045 14
G001650195 14
G000306195 14
G001508975 14
G001701045 14
G000332195 14
G900047545 14
G000568795 14
G000212415 14
G000413035 14
G000238775 14
G001402795 14
G002011435 14
G000235405 14
G001604385 14
G001508835 14
G000020965 14
G000024565 14
G000737595 14
G900112165 14
G000015705 14
G000158215 14
G000980375 14
G000218745 14
G000244815 14
G001693255 14
G001517865 14
G001942495 14
G001676585 14
G001660005 14
G000332315 14
G000431315 14
G000255135 14
G000332035 14
G001632025 14
G000219725 14
G001778455 14
G001829255 14
G900107215 14
G000175855 14
G000760235 14
G001871575 14
G000317045 14
G000332255 14
G001858115 14
G001603145 14
G000317555 14
G000332175 14
G000063525 14
G000017685 14
G000252425 14
G001604355 14
G001784615 14
G000523535 14
G001771585 14
G000217175 14
G001314865 14
G001969935 14
G000012505 14
G000468115 14
G001631985 14
G000236685 14
G000015665 14
G000634615 14
G000317105 14
G000155555 14
G000760175 14
G000473895 14
G001771425 14
G000180455 14
G001771505 14
G000153825 14
G000161995 14
G001027025 14
G000217275 14
G001896565 14
G000021285 14
G000317435 14
G000063505 14
G001180325 14
G001784565 14
G000691745 14
G002011425 14
G000317655 14
G000013205 14
G000173555 14
G000445425 14
G001896635 14
G000981785 14
G000231425 14
G001873375 14
G000316605 14
G001274535 14
G001604325 14
G001899385 14
G002009735 14
G000147075 14
G000634435 14
G000155595 14
G000270265 14
G000317495 14
G002018015 14
G001567725 14
G000011345 14
G001706385 14
G001021165 14
G001007665 14
G000468055 14
G002010385 14
G000340565 14
G000347015 14
G000214075 14
G001612575 14
G000402295 14
G001693295 14
G001611905 14
G001885655 14
G000179255 14
G001904635 14
G000501895 14
G000316575 14
G001672205 14
G000691645 14
G000210715 14
G000634675 14
G000158315 14
G001508935 14
G000426625 14
G000956315 14
G000025885 14
G001772455 14
G000158195 14
G001784555 14
G001676785 14
G000176895 14
G000437655 14
G000312205 14
G000634355 14
G000501235 14
G000017545 14
G001791795 14
G000447675 14
G001873365 14
G000759865 14
G001771615 14
G001890975 14
G001772355 14
G001829375 14
G000317535 14
G001508955 14
G001040845 14
G001771455 14
G001598195 14
G000426925 14
G000021825 14
G000309945 14
G001854465 14
G000284215 14
G002011415 14
G000252465 14
G000953715 14
G000342725 14
G001632005 14
G000020945 14
G000433095 14
G001028525 14
G001508795 14
G001604425 14
G000482245 14
G001604435 14
G001772385 14
G001603115 14
G000317635 14
G000974245 14
G001917235 14
G001039265 14
G000378005 14
G000760155 14
G000759955 14
G001298445 14
G001771465 14
G001896705 14
G002010355 14
G001039555 14
G000760275 14
G001858525 14
G000485815 14
G000235665 14
G000714705 14
G000380225 14
G001786505 14
G001548435 14
G000755145 14
G000016785 14
G000312705 14
G001858025 14
G000715475 14
G000284455 14
G900111035 14
G000306255 14
G000317515 14
G001872985 14
G001771625 14
G900010725 14
G000018105 14
G000284135 14
G000022045 14
G000517105 14
G000316665 14
G000381725 14
G000507245 14
G001913845 14
G000019705 14
G001464165 14
G000158275 14
G000332295 14
G000243735 14
G001050835 14
G000284335 14
G000143985 14
G000332335 14
G000010065 14
G000158595 14
G001725075 14
G001632075 14
G001028585 14
G000158295 14
G001513315 14
G000505665 14
G000316115 14
G000007325 14
G001902575 14
G000332355 14
G002010365 14
G000526375 14
G002017915 14
G000304275 14
G000165505 14
G001786555 14
G001904725 14
G001899335 14
G000315565 14
G000243715 14
G000172975 14
G001559795 14
G000314005 14
G000430685 2
G000377985 2
G001375675 2
G000469465 2
G000648615 2
G000497245 2
G001039475 2
G000173915 2
G000701685 2
G000438455 2
G000620985 2
G000525915 2
G001273895 2
G000269865 2
G000429705 2
G900110815 2
G000286335 2
G000286395 2
G000766865 2
G000313915 2
G000621445 2
G900111405 2
G000331575 2
G000307855 2
G000298075 2
G000525975 2
G001050305 2
G000252625 2
G000148995 2
G001975685 2
G002019695 2
G900107275 2
G000377705 2
G001310615 2
G000425825 2
G000816085 2
G001559115 2
G001618885 2
G000525875 2
G000525795 2
G000027145 2
G000425865 2
G000429585 2
G900111355 2
G900109135 2
G000498295 2
G001434575 2
G001434695 2
G001660655 2
G002019735 2
G900111295 2
G000429725 2
G900100185 2
G001274915 2
G000334155 2
G000423105 2
G000269905 2
G900110685 2
G900103915 2
G000496835 2
G900101065 2
G900142805 2
G001265075 2
G000385175 2
G000934465 2
G000585255 2
G900101525 2
G000317975 2
G000744375 2
G900115825 2
G900107505 2
G000421665 2
G000526675 2
G000162475 2
G000160675 2
G001543285 2
G900100125 2
G001832905 2
G001433765 2
G001436505 2
G900111285 2
G000420725 2
G900106595 2
G900113025 2
G001484965 2
G000425205 2
G000775595 2
G900110015 2
G000725365 2
G001038425 2
G000348905 2
G000829195 2
G000428165 2
G000430785 2
G000425845 2
G000756715 2
G000330705 2
G001005905 2
G001188915 2
G000185885 2
G001500315 2
G000260275 2
G000295715 2
G000025085 2
G000183885 2
G000960735 2
G000619785 2
G900129085 2
G000374325 2
G000245815 2
G000315445 2
G900113675 2
G000798825 2
G000493735 2
G000744285 2
G001483965 2
G900129415 2
G900113645 2
G000981525 2
G000269945 2
G000380045 2
G001437205 2
G000583695 2
G001721685 2
G000093085 2
G000698185 2
G000698125 2
G000698145 2
G000698105 2
G001590785 2
G001038565 2
G000005825 2
G000425225 2
G000770675 2
G000775615 2
G000770635 2
G900100295 2
G001685435 2
G900156915 2
G000190475 2
G000709085 2
G000826125 2
G900156305 2
G000775575 2
G001274945 2
G001712755 2
G900112535 2
G000712595 2
G000620165 2
G000383875 2
G000875895 2
G000183685 2
G000009865 2
G000235645 2
G001456215 2
G000332735 2
G001564695 2
G000744825 2
G001544335 2
G001543175 2
G001811135 2
G001649715 2
G000160075 2
G001552295 2
G000270185 2
G000380085 2
G000380025 2
G000615805 2
G001435065 2
G001435585 2
G001435835 2
G001436095 2
G000255495 2
G000423245 2
G000423265 2
G900099745 2
G900099605 2
G000429685 2
G001310595 2
G001420645 2
G001598215 2
G000513115 2
G000786645 2
G000284515 2
G000469135 2
G000485775 2
G000496855 2
G000359605 2
G001368815 2
G000482485 2
G001038485 2
G900112045 2
G000224785 2
G001298135 2
G000425545 2
G000220335 2
G000826145 2
G000586555 2
G900099655 2
G900115805 2
G001278755 2
G000411295 2
G000285595 2
G000743635 2
G000746135 2
G001648575 2
G000752395 2
G000751775 2
G000972575 2
G001564995 2
G900109585 2
G000744185 2
G000301035 2
G000245795 2
G000301055 2
G000518205 2
G000829545 2
G001050095 2
G000406925 2
G001318405 2
G000407485 2
G000407505 2
G000164675 2
G000380065 2
G000026065 2
G001436415 2
G001436225 2
G000469325 2
G001436605 2
G001434225 2
G001435235 2
G001434915 2
G001436315 2
G001438705 2
G000219805 2
G000241055 2
G001611135 2
G900114715 2
G900115625 2
G900142675 2
G000009825 2
G000513095 2
G000513135 2
G000425705 2
G900111195 2
G000285495 2
G001878675 2
G000612865 2
G001189575 2
G001687565 2
G001465835 2
G000286315 2
G000297555 2
G000285555 2
G001281525 2
G000724775 2
G000284835 2
G001700325 2
G000017425 2
G000972245 2
G000285535 2
G001439915 2
G001183965 2
G001591585 2
G001902315 2
G001028645 2
G001471555 2
G900113395 2
G000157355 2
G000415145 2
G000406945 2
G000407605 2
G000185365 2
G000407285 2
G000415085 2
G000648015 2
G000415005 2
G000007785 2
G000407545 2
G000415185 2
G000440115 2
G000026745 2
G001182825 2
G000187465 2
G000372425 2
G001981825 2
G001311645 2
G001436115 2
G001311785 2
G000970795 2
G000967245 2
G001434555 2
G001435195 2
G001436275 2
G001434845 2
G001436735 2
G000260635 2
G000349725 2
G000615845 2
G000008925 2
G000691805 2
G001437425 2
G900096935 2
G000165675 2
G000762045 2
G001438655 2
G001437405 2
G001437605 2
G000237995 2
G001767275 2
G001437075 2
G000428925 2
G001437435 2
G000498955 2
G900114165 2
G000723525 2
G000377765 2
G001310395 2
G900096905 2
G000307165 2
G000306965 2
G000011245 2
G000480335 2
G000723585 2
G000505545 2
G000307285 2
G000772955 2
G000612805 2
G001598935 2
G000632515 2
G001618685 2
G001610955 2
G001274935 2
G000709935 2
G000518865 2
G001431195 2
G000374565 2
G001050115 2
G001432245 2
G000508745 2
G000620905 2
G000567965 2
G000972995 2
G000407365 2
G000393955 2
G000423785 2
G000283615 2
G001808965 2
G000407245 2
G000504125 2
G000377005 2
G000380125 2
G000344275 2
G000027165 2
G000463505 2
G000463355 2
G000385925 2
G000187995 2
G001981705 2
G001312865 2
G001436135 2
G001311175 2
G001311195 2
G001436325 2
G000425885 2
G001636165 2
G001636145 2
G001050475 2
G000612445 2
G001436705 2
G001436755 2
G001434935 2
G001436215 2
G000615765 2
G000014385 2
G001434315 2
G001438845 2
G001458115 2
G000521485 2
G000750635 2
G000821065 2
G000772965 2
G000772945 2
G000773015 2
G000291295 2
G000832605 2
G900111865 2
G001295365 2
G000313345 2
G000015745 2
G001412125 2
G000750005 2
G001591565 2
G900093775 2
G001420715 2
G001439965 2
G000526655 2
G000818095 2
G000829515 2
G001243895 2
G000430765 2
G000724485 2
G000242895 2
G000706685 2
G000010125 2
G001814805 2
G000620885 2
G000174395 2
G001267865 2
G000017005 2
G000014205 2
G000785515 2
G000187975 2
G000423765 2
G000423745 2
G000615365 2
G001434065 2
G001698165 2
G000235705 2
G001435155 2
G001591865 2
G001435035 2
G001013375 2
G000410435 2
G001434295 2
G000260455 2
G000615905 2
G001434665 2
G000160875 2
G001434535 2
G001953785 2
G900095015 2
G000160575 2
G001308145 2
G001436865 2
G000420365 2
G000750535 2
G001047135 2
G900112405 2
G000300135 2
G000686505 2
G000286215 2
G001437055 2
G001039045 2
G001436555 2
G001439635 2
G001586195 2
G000007825 2
G001420855 2
G000008505 2
G000008165 2
G000632715 2
G001587505 2
G001587475 2
G000744755 2
G000715205 2
G900119345 2
G000374345 2
G000812025 2
G001643245 2
G000171615 2
G001516895 2
G001274775 2
G000321185 2
G000380245 2
G000504145 2
G000973005 2
G000423725 2
G000253395 2
G001514435 2
G001598035 2
G001723545 2
G001663835 2
G001982025 2
G001311255 2
G001434705 2
G000508405 2
G000195375 2
G000376145 2
G001435445 2
G001434745 2
G000184535 2
G000014425 2
G000432055 2
G000813025 2
G000224985 2
G001884305 2
G000750515 2
G001047115 2
G900108455 2
G000185045 2
G001047095 2
G000756355 2
G001867525 2
G000876205 2
G000829395 2
G001434475 2
G001436295 2
G000159435 2
G001436045 2
G001434835 2
G001435095 2
G001050435 2
G001436395 2
G000740055 2
G001433995 2
G000785105 2
G001435995 2
G000185465 2
G000527015 2
G001429825 2
G900113355 2
G001578205 2
G000986655 2
G000196735 2
G000482605 2
G000829555 2
G001591605 2
G000970685 2
G001591825 2
G001456935 2
G000305495 2
G000986785 2
G000311725 2
G000821085 2
G001278805 2
G000426085 2
G001914135 2
G000007645 2
G000308395 2
G001463995 2
G000196035 2
G000347915 2
G000286075 2
G000228505 2
G000686605 2
G000228185 2
G000228385 2
G000380105 2
G000376985 2
G000270145 2
G000379985 2
G000007265 2
G001981925 2
G001982045 2
G001951175 2
G000296835 2
G001436125 2
G000425905 2
G001435695 2
G001434815 2
G000056065 2
G001008755 2
G000239955 2
G001436895 2
G000320345 2
G000732905 2
G000026405 2
G001698145 2
G000196855 2
G001047695 2
G000016825 2
G900156885 2
G001435345 2
G001437235 2
G000312405 2
G000463075 2
G000271445 2
G000203855 2
G001982205 2
G001437125 2
G001314945 2
G001281175 2
G000832985 2
G001591525 2
G001653905 2
G001017485 2
G900094985 2
G001457015 2
G000740655 2
G001663575 2
G000747645 2
G000223155 2
G000970675 2
G900156125 2
G001054655 2
G001578185 2
G000517385 2
G000934845 2
G000473245 2
G001068545 2
G000229225 2
G000347835 2
G000229705 2
G000007465 2
G000230225 2
G000228805 2
G000229545 2
G000188055 2
G000410215 2
G000410475 2
G000831645 2
G001434275 2
G000466805 2
G001012735 2
G001591905 2
G000092505 2
G000219785 2
G001435935 2
G001311375 2
G001434365 2
G001434395 2
G000383435 2
G001702175 2
G001312845 2
G001434255 2
G000225325 2
G900110305 2
G000696615 2
G001687195 2
G000832905 2
G000294775 2
G000612665 2
G000482325 2
G000443975 2
G000934225 2
G000228925 2
G000228845 2
G000155915 2
G000159335 2
G000296855 2
G001436575 2
G001433915 2
G000297025 2
G900113455 2
G001436475 2
G000014445 2
G000234825 2
G001868275 2
G001869655 2
G001868055 2
G001435475 2
G000160835 2
G001436835 2
G001982185 2
G001368755 2
G001311075 2
G001436595 2
G001313225 2
G001436255 2
G000238835 2
G001311355 2
G000583655 2
G000159315 2
G001702135 2
G001702115 2
G001436645 2
G001311215 2
G000512295 2
G000304715 2
G000740715 2
G900156245 2
G000420205 2
G900128875 2
G001439625 2
G001420595 2
G000752035 2
G000747345 2
G000759675 2
G000772915 2
G000213825 2
G000309705 2
G000014525 2
G000159495 2
G000409815 2
G001436455 2
G001012745 2
G001042405 2
G001435325 2
G000787735 2
G001541125 2
G000512955 2
G001886915 2
G001939485 2
G001869945 2
G001867465 2
G001868225 2
G001868195 2
G001870005 2
G001010245 2
G001313185 2
G001434895 2
G001922025 2
G000298115 2
G001461825 2
G001461845 2
G001440465 2
G001975995 2
G001617995 2
G001517185 2
G000275785 2
G001591445 2
G000188015 2
G000831485 2
G001436385 2
G000829035 2
G001982085 2
G001982095 2
G000958505 2
G001936235 2
G000175035 2
G001742045 2
G001311725 2
G001436775 2
G900094785 2
G000970735 2
G000970855 2
G001434335 2
G000214785 2
G000422165 2
G000091765 2
G001868105 2
G001869735 2
G000725025 2
G000725035 2
G001869305 2
G001297025 2
G001587325 2
G000746035 2
G000508325 2
G000317855 2
G000380005 2
G000309765 2
G000474615 2
G000309605 2
G000410175 2
G000418515 2
G001012655 2
G000760615 2
G000967195 2
G000615445 2
G000178475 2
G000191545 2
G001867535 2
G001867975 2
G001868545 2
G000307875 2
G000612625 2
G000006785 2
G001638255 2
G000009545 2
G000188035 2
G000472345 2
G000161895 2
G000162435 2
G000497815 2
G000011985 2
G001868115 2
G001868205 2
G000966835 2
G000309565 2
G000155515 2
G001868805 2
G000309425 2
G001868425 2
G001868715 2
G001868145 2
G001854105 2
G001742205 2
G000472265 2
G001868185 2
G001868525 2
G001867615 2
G000162395 2
G000397165 2
G000010145 2
G000159215 2
G001867915 2
G001868405 2
G001867795 2
G001868045 2
G001941785 2
G001039735 2
G001807655 2
G001869445 2
G001297905 2
G001867835 2
G001868555 2
G000496435 2
G001010185 2
G001868345 2
G001869885 2
G001867555 2
G001868315 2
G001869405 2
G001870015 2
G001867875 2
G001869815 2
G001869985 2
G002010535 3
G001512695 3
G001601575 3
G000328765 3
G000144645 3
G000955745 3
G000145215 3
G000213255 3
G001485475 3
G001896645 3
G900142995 3
G001562425 3
G000955735 3
G000955725 3
G000526435 3
G900129075 3
G000427425 3
G900142105 3
G000154825 3
G000404025 3
G000016545 3
G001513505 3
G001513075 3
G000145615 3
G000189775 3
G001797185 3
G001515955 3
G001317355 3
G900128885 3
G000981035 3
G001678845 3
G000437915 3
G000435495 3
G000166695 3
G000193435 3
G000166355 3
G000022325 3
G000473865 3
G000763575 3
G001047375 3
G000283555 3
G001512625 3
G001513425 3
G001604115 3
G001512685 3
G001604065 3
G000434435 3
G000433755 3
G001797255 3
G001507995 3
G000025645 3
G000601455 3
G000709435 3
G000495435 3
G900142225 3
G001263355 3
G000472665 3
G000152245 3
G000161975 3
G000309315 3
G000467935 3
G000435055 3
G001940845 3
G001940855 3
G000431035 3
G000434675 3
G000433915 3
G001512555 3
G001512745 3
G001512945 3
G000025225 3
G001941225 3
G000431615 3
G001795385 3
G001797235 3
G000364165 3
G001466305 3
G000431695 3
G000621905 3
G000160035 3
